,folder,Model,GenderSelf,Feminine,Attractive,LL,LL_F,LL_M,dist_centre_F,dist_centre_H,dist_centre
23,CFD,AF-223,F,4.692307692,3.185185185,241.644462920919,271.404841071611,,0.8337987065315247,0.9769006967544556,0.9258426427841187
24,CFD,AF-224,F,4.44,3.24,236.01711887879085,270.9521766597489,,0.771727979183197,0.8523727059364319,0.8174201250076294
25,CFD,AF-225,F,4.655172414,3.034482759,248.658217647683,269.917188558545,,0.7590202689170837,0.96158367395401,0.8893352150917053
26,CFD,AF-226,F,4.56,3.56,234.8127348688688,265.5940580403507,,0.8492759466171265,0.9576572775840759,0.8998451828956604
27,CFD,AF-227,F,5.115384615,3.92,247.4926800189851,277.8091347189587,,0.7153629660606384,0.8979378938674927,0.827796459197998
28,CFD,AF-228,F,5.115384615,4.346153846,215.5849296966868,259.29027817098415,,0.788301408290863,0.941563606262207,0.8781405687332153
29,CFD,AF-229,F,4.925925926,4.37037037,226.14228126264746,266.28093518471894,,0.802992045879364,0.9701501727104187,0.9137153625488281
30,CFD,AF-230,F,5.333333333,4.518518519,206.1276070722976,256.96708163004996,,0.7580877542495728,0.8689725995063782,0.8098841905593872
31,CFD,AF-231,F,3.25,2.347826087,237.0461226661783,267.9950975301581,,0.7600915431976318,0.933125376701355,0.8719432950019836
32,CFD,AF-232,F,3.769230769,2.846153846,234.6883064323105,271.19545105416717,,0.8093999624252319,0.9698109030723572,0.8997615575790405
33,CFD,AF-233,F,5.178571429,4.035714286,195.717631410071,252.82072899065986,,0.7200101017951965,0.8140891790390015,0.7728098630905151
34,CFD,AF-234,F,4.518518519,3.185185185,233.6934386579447,273.5868432724714,,0.790215790271759,0.9386465549468994,0.8836933374404907
35,CFD,AF-235,F,5.5,4.192307692,221.1140870632506,265.0453074510524,,0.7179615497589111,0.8764637112617493,0.8168529868125916
36,CFD,AF-236,F,5,3.666666667,246.04306420665458,266.5650139898782,,0.8443452715873718,0.941075325012207,0.8940636515617371
37,CFD,AF-237,F,5.185185185,4.555555556,237.29189071088024,267.989376174334,,0.8027372360229492,0.8975993990898132,0.8643815517425537
38,CFD,AF-238,F,4.037037037,2.888888889,213.7922704730078,261.45307562365855,,0.8399446606636047,1.0160390138626099,0.9389947652816772
39,CFD,AF-239,F,5.222222222,4.148148148,212.87368786322975,258.3429992846519,,0.7450806498527527,0.8366534113883972,0.8003727793693542
40,CFD,AF-240,F,4.75,3.586206897,234.8962193378157,265.424763421172,,0.7536141872406006,0.9676451086997986,0.8877125978469849
41,CFD,AF-241,F,4.916666667,2.958333333,211.95461811318023,258.7919050471697,,0.9265509247779846,1.045256495475769,0.9812026619911194
42,CFD,AF-242,F,5.518518519,4.964285714,246.0510453894791,268.42024448449945,,0.8445641398429871,0.9550051093101501,0.9024876952171326
43,CFD,AF-243,F,5.137931034,4.413793103,254.83542586814212,285.48397473696485,,0.857579231262207,1.0220998525619507,0.9598720669746399
44,CFD,AF-244,F,5.458333333,4.666666667,238.14164477540874,269.00157879708996,,0.6914052367210388,0.8282871246337891,0.7678972482681274
45,CFD,AF-245,F,5.037037037,4.555555556,203.38928052409466,254.30509546350453,,0.8037093281745911,0.9853798151016235,0.9098820090293884
46,CFD,AF-246,F,4.740740741,3.615384615,238.96424385341516,268.97204936085444,,0.8646900653839111,0.9952632188796997,0.9275069832801819
47,CFD,AF-247,F,4.071428571,3.178571429,235.82804940240064,260.98883548676764,,0.8294390439987183,0.9765585660934448,0.9001054167747498
48,CFD,AF-248,F,5.464285714,4.137931034,212.6188889926192,252.02270737039416,,0.7293931841850281,0.8773447275161743,0.8167585730552673
49,CFD,AF-249,F,5.24,4.56,238.25975167858337,262.2766952736217,,0.8421163558959961,0.9435378909111023,0.880802571773529
50,CFD,AF-250,F,4.892857143,3.964285714,244.50023476743058,262.52668825637244,,0.734856128692627,0.8320048451423645,0.7882285714149475
51,CFD,AF-251,F,5.25,4.607142857,224.81585131597478,227.21910240144933,,0.7471290826797485,0.9352635741233826,0.8715171217918396
52,CFD,AF-252,F,5.586206897,4.206896552,230.2332727806343,202.7013901553497,,0.7586654424667358,0.9124630689620972,0.8469024300575256
53,CFD,AF-253,F,5.586206897,4.535714286,238.84215460410422,230.8297791680273,,0.7929224371910095,0.9618536233901978,0.8993391394615173
54,CFD,AF-254,F,5.4,3.84,228.82798484836968,192.55270510516576,,0.789932370185852,0.9973803758621216,0.9184672832489014
55,CFD,AF-255,F,5.48,4.8,235.84529177352883,218.2767103133594,,0.7982566356658936,0.8576152324676514,0.8413389921188354
56,CFD,AF-256,F,4.409090909,3.454545455,244.94063909659013,207.828497351577,,0.8329546451568604,0.8601574301719666,0.8463602066040039
57,CFD,AM-201,M,1.541666667,3.04,198.1037373439947,,232.95325130956965,0.776258111000061,0.8303374648094177,0.8131608963012695
58,CFD,AM-202,M,1.538461538,2.777777778,211.3544340173826,,243.4410376800264,0.8160070180892944,0.8406939506530762,0.8213533759117126
59,CFD,AM-203,M,2.083333333,2.458333333,188.57462501990585,,218.01867499265154,0.8374219536781311,0.8611252307891846,0.8551432490348816
60,CFD,AM-204,M,2.130434783,3.041666667,179.49170417007343,,223.35335027951913,0.7882749438285828,0.8602868914604187,0.8330032229423523
61,CFD,AM-205,M,1.416666667,2.625,248.2485279303886,,230.81528046343155,0.8247582912445068,0.8078096508979797,0.8033344149589539
62,CFD,AM-206,M,1.428571429,2.285714286,186.22032878005626,,229.51599036958459,0.8538898825645447,0.878904402256012,0.8711832165718079
63,CFD,AM-207,M,1.458333333,2.958333333,221.57694933824808,,234.7055798489065,0.8219009041786194,0.8893847465515137,0.8730352520942688
64,CFD,AM-208,M,1.464285714,2.964285714,205.71138894991864,,246.53933985902432,0.7835279107093811,0.7577602863311768,0.7669808864593506
65,CFD,AM-209,M,1.428571429,2.857142857,241.68920538729336,,187.0060825583661,0.9036548733711243,0.8626272082328796,0.8682913184165955
66,CFD,AM-210,M,2.285714286,3.80952381,235.75110872610634,,207.14480547854734,0.774033784866333,0.8856130838394165,0.8447620272636414
67,CFD,AM-211,M,1.428571429,3.428571429,236.3112541949196,,197.689856333185,0.9891918301582336,0.835860550403595,0.8925591111183167
68,CFD,AM-212,M,1.259259259,1.846153846,205.05624992991483,,171.3050812126991,0.8876397013664246,0.9718273282051086,0.941260039806366
69,CFD,AM-213,M,1.285714286,2.142857143,220.17074342690086,,247.0839466301676,0.8312022089958191,0.8371532559394836,0.8257637619972229
70,CFD,AM-214,M,1.925925926,3.888888889,233.14167425385617,,172.49874665675043,0.9297934770584106,0.9029293656349182,0.9095041751861572
71,CFD,AM-215,M,1.407407407,3.076923077,232.36533565422806,,192.79608662097957,0.7720054388046265,0.8548579812049866,0.8232864141464233
72,CFD,AM-216,M,1.6,4.12,228.37771146663792,,206.91070759728865,0.8714227676391602,0.8488872647285461,0.8476128578186035
73,CFD,AM-217,M,1.384615385,2.538461538,236.91567045426416,,239.3084446306567,0.8124723434448242,0.7992559671401978,0.7947458624839783
74,CFD,AM-218,M,1.25,3.214285714,220.7214639750494,,221.82947043261706,0.8134443759918213,0.8403928875923157,0.8286212086677551
75,CFD,AM-219,M,1.466666667,2.517241379,182.90943844172395,,245.68890783142217,0.800715982913971,0.7833677530288696,0.793363094329834
76,CFD,AM-220,M,1.344827586,2.344827586,198.37254154571824,,203.29441615492595,0.9268640875816345,0.8885446190834045,0.8961537480354309
77,CFD,AM-221,M,1.807692308,3.230769231,223.29417401793233,,213.35400792770218,0.9372953772544861,0.9138866066932678,0.9282719492912292
78,CFD,AM-223,M,1.259259259,2.222222222,200.50642076970658,,232.9412924422466,0.818773090839386,0.8382205963134766,0.8307891488075256
79,CFD,AM-224,M,1.48,1.52,220.5167739531517,,230.00544127323013,0.8246284127235413,0.797071099281311,0.807285487651825
80,CFD,AM-225,M,1.48,3.52,242.57714087131254,,228.6883176856718,0.8411624431610107,0.8432696461677551,0.8421736359596252
81,CFD,AM-226,M,1.272727273,1.80952381,249.867956374833,,230.11752906293023,0.8044239282608032,0.8874133229255676,0.8599940538406372
82,CFD,AM-227,M,1.038461538,2.384615385,213.48979470511347,,229.15213519443427,0.9436423778533936,0.8876575231552124,0.90326327085495
83,CFD,AM-228,M,1.535714286,3.428571429,217.67784502849588,,165.5398809226101,0.9282378554344177,0.9362905025482178,0.9287067651748657
84,CFD,AM-229,M,1.538461538,3.48,239.0501411035355,,170.39079998413436,0.9541877508163452,0.9112187027931213,0.9080062508583069
85,CFD,AM-230,M,1.739130435,2.173913043,174.07395335287896,,184.87658535937112,0.882520854473114,0.9060359001159668,0.8851737380027771
86,CFD,AM-231,M,1.379310345,3.571428571,241.9174361219031,,208.01885910883516,0.9885297417640686,0.8791027069091797,0.8994966745376587
87,CFD,AM-232,M,1.153846154,2.16,202.5961799212747,,221.8266436653288,0.8328462243080139,0.7855673432350159,0.7946944832801819
88,CFD,AM-233,M,1.153846154,1.857142857,239.6727627763903,,237.151146296778,0.8163580894470215,0.8308460712432861,0.8282197713851929
89,CFD,AM-234,M,1.653846154,2.692307692,225.02166423572297,,246.16943828093042,0.7626549005508423,0.8399561047554016,0.8203520774841309
90,CFD,AM-235,M,1.52,2.36,231.88372618392856,,215.3325013488476,0.8049484491348267,0.8895026445388794,0.8620424270629883
91,CFD,AM-236,M,1.428571429,2.888888889,207.1615382456247,,207.81304138788977,0.8466836214065552,0.8570992350578308,0.8527207970619202
92,CFD,AM-237,M,2,3.269230769,217.5387537335281,,242.61368483421262,0.7747219204902649,0.8541958332061768,0.8249385356903076
93,CFD,AM-238,M,1.769230769,3.12,218.85404502810295,,180.0383829321469,0.9050447940826416,0.8772384524345398,0.8882731795310974
94,CFD,AM-239,M,1.92,3.24,240.4264948806893,,231.20581453250566,0.8542072176933289,0.7621684670448303,0.8044335842132568
95,CFD,AM-240,M,1.384615385,2.36,245.10058991100496,,192.53161056363612,0.9627940058708191,0.9026510119438171,0.9091046452522278
96,CFD,AM-241,M,1.576923077,3.538461538,208.170017996282,,240.52216933490413,0.8504914045333862,0.8064637780189514,0.8266994953155518
97,CFD,AM-242,M,1.48,2.4,219.35493926496804,,215.85603070444466,0.7873530387878418,0.7748563289642334,0.7787802219390869
98,CFD,AM-243,M,1.96,3.68,213.3410862454245,,229.49257203066085,0.8960942625999451,0.8474737405776978,0.8548254370689392
99,CFD,AM-244,M,1.464285714,2.678571429,215.1466573895267,,205.16981248620166,0.8833062052726746,0.8889102935791016,0.8919273614883423
100,CFD,AM-245,M,1.28,3.6,164.84147556386503,,189.17318442480308,0.8597108125686646,0.9816035032272339,0.9321728944778442
101,CFD,AM-246,M,1.892857143,3.074074074,213.188277601126,,179.05187583817047,0.8123673796653748,0.9352865815162659,0.8743916749954224
102,CFD,AM-247,M,1.666666667,2.375,227.7578014730318,,239.2663447711261,0.7924484014511108,0.8878717422485352,0.855902910232544
103,CFD,AM-248,M,1.538461538,2.846153846,229.52261926301577,,251.1790753117626,0.8559588193893433,0.8021953701972961,0.8270894289016724
104,CFD,AM-249,M,1.791666667,2.541666667,241.59157109878697,,198.9120687652732,1.0229859352111816,0.971201479434967,0.9751067161560059
105,CFD,AM-250,M,2.038461538,3.076923077,227.9340211901743,,196.85556118887206,0.9205225706100464,0.9214949011802673,0.8937809467315674
106,CFD,AM-251,M,1.153846154,2.461538462,214.87102467929407,,188.22532291245943,0.9221895337104797,0.9129928946495056,0.8965771794319153
107,CFD,AM-252,M,1.92,2.64,233.36941912306105,,192.36854409234016,0.9621390104293823,0.9742088317871094,0.9590200185775757
108,CFD,AM-253,M,1.586206897,3.862068966,221.9243850936565,,132.49223162693153,0.9183506369590759,0.9154506325721741,0.9115220308303833
109,CFD,BF-001,F,3.887640449,2.730337079,246.11925017139777,212.3748733382444,,0.8931823372840881,0.8641385436058044,0.8484943509101868
110,CFD,BF-002,F,5.397849462,4.892473118,222.8285046147725,144.18698504813645,,0.8899165391921997,0.8493578433990479,0.8477164506912231
111,CFD,BF-003,F,4.191011236,3.191011236,142.32998426077063,43.97152663907656,,0.9283192753791809,0.8290055990219116,0.8538365960121155
112,CFD,BF-004,F,3.744444444,2.711111111,175.34037635926887,157.32389934511104,,0.8405373096466064,0.7624777555465698,0.7723541259765625
113,CFD,BF-005,F,4.791208791,4.076923077,198.57770439627734,157.2900539705916,,0.9653131365776062,0.8787280917167664,0.9043256640434265
114,CFD,BF-006,F,4.532608696,3.380434783,172.08715063914767,121.62836212352786,,0.9481632113456726,0.9517301321029663,0.9304350018501282
115,CFD,BF-007,F,3.197802198,1.769230769,171.49478071846352,126.03779749734633,,0.8649188280105591,0.8345495462417603,0.8211472034454346
116,CFD,BF-008,F,3.988505747,3.068965517,218.6874466006575,106.18236355095536,,0.8414203524589539,0.9505578279495239,0.8851147890090942
117,CFD,BF-009,F,3.795698925,2.77173913,205.71632369896358,18.480258618583832,,0.8416277766227722,0.773006796836853,0.792041540145874
118,CFD,BF-010,F,4.1,2.722222222,226.44570807103952,207.8164136472369,,0.9052061438560486,0.8791797757148743,0.8863129615783691
119,CFD,BF-011,F,4.054945055,2.989247312,213.24391041880008,161.22277475082058,,1.0206845998764038,1.0109007358551025,0.9983330368995667
120,CFD,BF-012,F,3.290322581,2.161290323,230.9224581873804,213.9486242148667,,0.9653958082199097,0.9741513729095459,0.9499486088752747
121,CFD,BF-013,F,5.466666667,4.777777778,242.32401595804998,207.88969216155658,,0.9455883502960205,0.8653861284255981,0.8715183138847351
122,CFD,BF-014,F,3.802325581,2.406976744,241.05704765880978,213.39354744571375,,0.9951081871986389,1.038406491279602,1.003713846206665
123,CFD,BF-015,F,4.690721649,3.721649485,182.73192365506128,74.0806352209197,,0.9531741142272949,0.9969848990440369,0.9599950909614563
124,CFD,BF-016,F,4.120481928,2.476190476,209.81627466797795,202.36357901475714,,1.011942982673645,0.8599711060523987,0.90400630235672
125,CFD,BF-017,F,4.284090909,2.988636364,215.32292307970175,197.17716653506545,,1.0393290519714355,0.9032433032989502,0.9524333477020264
126,CFD,BF-018,F,4.611111111,3.444444444,216.90145787482126,193.2693212467499,,0.8870026469230652,0.8182647228240967,0.8409952521324158
127,CFD,BF-019,F,4.010989011,2.615384615,210.58700962371927,170.43704817387712,,0.8587883114814758,0.8461601138114929,0.8395853042602539
128,CFD,BF-020,F,3.446808511,2.64893617,196.99285070224565,153.2469865597268,,0.841018795967102,0.8293181657791138,0.8367536664009094
129,CFD,BF-021,F,3.989130435,3.054347826,209.62678748475125,160.2438809447085,,0.7673143148422241,0.8614662289619446,0.8275653719902039
130,CFD,BF-023,F,3.911111111,2.857142857,168.28734487757507,76.87011527024305,,0.8291266560554504,0.7370466589927673,0.7658036351203918
131,CFD,BF-024,F,3.5,2.3,218.4958895940161,223.70329976336177,,0.9456468224525452,0.9060880541801453,0.8992727994918823
132,CFD,BF-025,F,4.659574468,3.70212766,227.9836026939037,229.27912511538312,,0.8241878151893616,0.8651556968688965,0.8281330466270447
133,CFD,BF-027,F,4.365591398,3,200.36458789963493,160.62558026855697,,0.9125577211380005,0.9418058395385742,0.9019696116447449
134,CFD,BF-028,F,4.655913978,3.731182796,201.84356563446275,186.71713315441514,,0.9433866739273071,0.9395069479942322,0.914086639881134
135,CFD,BF-029,F,3.104651163,2.11627907,243.36542720243594,241.96031562029737,,0.8494682312011719,0.9149665236473083,0.8723791837692261
136,CFD,BF-030,F,4.720430108,3.741935484,182.59934829294923,154.32741767196353,,0.9002931714057922,0.8888230323791504,0.8707918524742126
137,CFD,BF-031,F,4.260869565,3.02173913,192.26050910226613,152.4549791652748,,0.9324856400489807,0.9312236309051514,0.9074470400810242
138,CFD,BF-032,F,3.652631579,2.357894737,225.55158191737328,216.75783237461147,,0.985404908657074,0.9905267357826233,0.9649145603179932
139,CFD,BF-033,F,3.308510638,2.436170213,212.49864027494192,210.77642382284972,,0.8580318689346313,0.8979330062866211,0.8601617813110352
140,CFD,BF-034,F,3.164948454,2.237113402,205.91210673099988,193.60899298160456,,0.8484252691268921,0.9354302883148193,0.8840146064758301
141,CFD,BF-035,F,2.341176471,2.658823529,198.41510416069477,126.13597928533477,,0.9680067896842957,0.9462865591049194,0.9381077885627747
142,CFD,BF-036,F,4.460674157,3.719101124,222.63190652911754,209.9262021818531,,0.9027429223060608,0.8928484320640564,0.8826441764831543
143,CFD,BF-037,F,4.252873563,2.941176471,234.00890435952735,200.3060954569037,,0.7130338549613953,0.779870867729187,0.7357219457626343
144,CFD,BF-038,F,2.924731183,1.892473118,214.79620316914225,209.60857114171853,,0.869178831577301,0.8903906941413879,0.8589642643928528
145,CFD,BF-039,F,4.511111111,3.322222222,201.04923227073988,178.67962284577766,,0.9718726873397827,0.9700742959976196,0.9585565328598022
146,CFD,BF-040,F,4.068965517,3.206896552,190.33809371411095,181.85860024175068,,0.8114909529685974,0.9101410508155823,0.851982057094574
147,CFD,BF-041,F,4.723404255,4,207.9959511447891,179.48565887448345,,0.8647717237472534,0.9551953673362732,0.9053784608840942
148,CFD,BF-042,F,4.522727273,3.738636364,206.57156054359933,176.2530659693413,,0.9032726287841797,0.9555374383926392,0.9181353449821472
149,CFD,BF-043,F,4.336956522,3.225806452,218.02088685864476,188.80728963304253,,0.9585562348365784,0.9195430278778076,0.9236584305763245
150,CFD,BF-044,F,2.765957447,2.106382979,207.11329542246307,182.77281690426307,,0.8514238595962524,0.8403635621070862,0.8237295150756836
151,CFD,BF-045,F,3.414893617,2.787234043,196.33152583221818,195.09614652296528,,0.8244850039482117,0.8549858331680298,0.8070273995399475
152,CFD,BF-047,F,3.852272727,2.909090909,224.1824295331215,198.7758857286237,,0.833646297454834,0.8854904174804688,0.8460301756858826
153,CFD,BF-048,F,3.489361702,2.680851064,220.85798119966046,222.43307290651725,,1.006069302558899,1.0155036449432373,0.9922235012054443
154,CFD,BF-049,F,5.212765957,4.446808511,226.6252457663004,183.85962995679068,,1.0008206367492676,1.0195103883743286,0.9852826595306396
155,CFD,BF-050,F,4.760416667,3.791666667,215.4045481868578,188.90699061660024,,0.8639286160469055,0.8681286573410034,0.8456770777702332
156,CFD,BF-051,F,3.195402299,2.137931034,238.08513965169442,237.2193402922072,,0.9679948687553406,0.9277841448783875,0.9247051477432251
157,CFD,BF-200,F,2.714285714,1.551724138,222.31896110249266,214.52165262458806,,0.8741124868392944,0.865242063999176,0.8588847517967224
158,CFD,BF-201,F,5,4.16,207.15814376112405,174.8219330691513,,0.9133061766624451,0.9491474628448486,0.9164711236953735
159,CFD,BF-202,F,4.033333333,3.066666667,216.00316791622797,181.7489361295237,,0.9742147922515869,0.9482632875442505,0.9374366998672485
160,CFD,BF-203,F,4.32,2.48,207.34258647156804,186.51314781630555,,0.9045358896255493,0.8753971457481384,0.8679199814796448
161,CFD,BF-204,F,4.875,4,236.54112503844678,223.28709352641783,,0.9393736124038696,0.9224569201469421,0.9236922264099121
162,CFD,BF-205,F,3.714285714,2.607142857,214.20750066265938,179.63414459050782,,0.8958887457847595,0.8620458245277405,0.8650538325309753
163,CFD,BF-206,F,3.5,2.321428571,179.3400621713027,116.1824952584708,,0.826993465423584,0.8970298171043396,0.8446934223175049
164,CFD,BF-207,F,4.392857143,3.814814815,216.1522552312233,188.10023537120435,,0.8387225270271301,0.8670309782028198,0.8339291214942932
165,CFD,BF-208,F,4.433333333,3.366666667,238.60313181878672,237.3784751806409,,0.7818433046340942,0.8144380450248718,0.785100519657135
166,CFD,BF-209,F,3.785714286,2.428571429,226.11118277852097,204.01389964978694,,0.9436054825782776,0.9320586919784546,0.9207375049591064
167,CFD,BF-210,F,4.962962963,4.074074074,215.14690583340132,195.49812116373843,,0.8916655778884888,0.8903644680976868,0.8727214336395264
168,CFD,BF-211,F,3.814814815,2.518518519,224.1998994137086,198.39992859762194,,0.8879401683807373,0.9056004285812378,0.8695012927055359
169,CFD,BF-212,F,5.166666667,4.6,226.98246502178878,205.2103120084273,,0.8587590456008911,0.8257425427436829,0.8220120072364807
170,CFD,BF-213,F,3.555555556,2.481481481,200.89922197249655,183.85467667369159,,0.8785150647163391,0.8213277459144592,0.8343581557273865
171,CFD,BF-214,F,5.461538462,4.846153846,211.55094449103862,191.98400574306623,,1.0183043479919434,0.9910171031951904,0.9759524464607239
172,CFD,BF-215,F,4.733333333,3.857142857,207.80910730845096,163.1370541707773,,0.8873006701469421,0.9048024415969849,0.86376953125
173,CFD,BF-216,F,6,4.892857143,208.25245688031404,195.6726628680089,,0.8182174563407898,0.8625230193138123,0.8307605385780334
174,CFD,BF-217,F,5.448275862,4.714285714,170.45004974305942,96.94931461509833,,0.8406805396080017,0.8699432611465454,0.8338162302970886
175,CFD,BF-218,F,5.625,5.08,221.24332019493104,183.31557309924096,,0.9328073263168335,0.9319357872009277,0.9162559509277344
176,CFD,BF-219,F,3.137931034,2.310344828,235.2360172736694,225.47860510861614,,0.9400985240936279,0.914763867855072,0.9098895192146301
177,CFD,BF-220,F,3.366666667,2.266666667,221.60155197073874,233.13138018510466,,0.9733995199203491,0.9370716214179993,0.9225365519523621
178,CFD,BF-221,F,5.52,4.64,241.45871609350957,218.90125684411086,,0.9790303111076355,1.0476089715957642,0.985512375831604
179,CFD,BF-222,F,4.344827586,3.517241379,165.12467174812437,140.99421393268273,,0.8632621765136719,0.843797504901886,0.8359326124191284
180,CFD,BF-223,F,5.454545455,4.454545455,199.77836944879235,175.11181201680125,,0.9080507159233093,0.9912239909172058,0.9268839359283447
181,CFD,BF-224,F,2.75862069,2.034482759,192.23552524726472,142.61155208554146,,0.9764600992202759,1.051127552986145,0.9980875849723816
182,CFD,BF-225,F,3.730769231,2.692307692,204.81357109352754,190.11423717599627,,1.0450206995010376,1.0177571773529053,1.0167609453201294
183,CFD,BF-226,F,5.481481481,4.62962963,192.3655923604889,150.3322894503922,,0.8654568195343018,0.8902257084846497,0.8643108606338501
184,CFD,BF-227,F,2.592592593,2.111111111,224.37773377060736,225.84315435063218,,0.9294719696044922,0.9523505568504333,0.9124743342399597
185,CFD,BF-228,F,4.896551724,4.103448276,225.25710207019858,234.01635125380926,,0.9494693279266357,0.996820867061615,0.9601184725761414
186,CFD,BF-229,F,4.846153846,4.730769231,204.9323728345278,188.46622716723556,,0.8021759986877441,0.8251321911811829,0.8063620924949646
187,CFD,BF-230,F,4.461538462,3.518518519,191.05847403171092,134.68095066557572,,1.0237224102020264,1.057369351387024,1.0213844776153564
188,CFD,BF-231,F,3.814814815,2.888888889,208.7266104174117,187.37974601333656,,0.9897028803825378,0.9960203766822815,0.9680865406990051
189,CFD,BF-232,F,5.888888889,4.666666667,240.92131189119254,233.40063692219329,,0.946175217628479,0.9607323408126831,0.9371539354324341
190,CFD,BF-233,F,5.88,5.12,153.6903460824734,101.27101326210374,,0.9244391322135925,0.9701371192932129,0.9290313124656677
191,CFD,BF-234,F,4.296296296,3,154.07328737374567,74.30534392532843,,0.984756350517273,0.9753466844558716,0.9622603058815002
192,CFD,BF-235,F,4.379310345,3.724137931,221.4003007957922,172.8032795284417,,0.8637063503265381,0.9063562154769897,0.8730620741844177
193,CFD,BF-236,F,4.571428571,2.689655172,230.68934947403997,203.76868939489597,,0.8292916417121887,0.8788723945617676,0.8355792760848999
194,CFD,BF-237,F,5,4.37037037,144.723063356539,21.33010832975532,,0.8910682201385498,0.992760956287384,0.9385196566581726
195,CFD,BF-238,F,4.130434783,3.28,214.25168327077,204.3875700921509,,0.9151191711425781,0.9162166714668274,0.8972727656364441
196,CFD,BF-239,F,4.448275862,3.103448276,206.24755251400828,209.01789224945261,,0.9492690563201904,0.9315813183784485,0.9147849082946777
197,CFD,BF-240,F,5.896551724,5.310344828,207.4943488377199,162.3355162455103,,0.8521116971969604,0.910880446434021,0.8513686060905457
198,CFD,BF-241,F,5.518518519,4.821428571,231.15835526886246,240.88188727721345,,0.9727842211723328,0.9724685549736023,0.9495829939842224
199,CFD,BF-242,F,4.384615385,3.692307692,213.13914641199256,193.0468724635674,,1.006514310836792,1.0395182371139526,1.0069153308868408
200,CFD,BF-243,F,4.68,4.08,227.0044109027891,228.9877972235609,,0.9576148390769958,0.9338324069976807,0.9208090305328369
201,CFD,BF-244,F,5.214285714,4.75,179.33698983237923,131.47237830868914,,0.7826587557792664,0.8574470281600952,0.8188558220863342
202,CFD,BF-245,F,4.642857143,2.75,218.5221108576095,167.01822104395296,,1.0564017295837402,1.0856351852416992,1.055238962173462
203,CFD,BF-246,F,4.222222222,2.851851852,155.50918957733995,105.26569554357025,,0.9233253002166748,0.8868833184242249,0.8854684233665466
204,CFD,BF-247,F,5.037037037,4.481481481,179.2431016445146,92.70313604964605,,0.9414749145507812,0.9842371344566345,0.9469183087348938
